timestamp,dataset,method,subsample,n_train,n_test,n_classes,n_sims,test_error_mean,test_error_std,test_error_min,test_error_max,test_error_stderr,val_error_mean,val_error_std,time_mean,config
2026-04-03T20:18:27.076482,iris,Random Forest,,120,30,3,1,0.033,0.0,0.033,0.033,0.0,,,2.7,{'source': 'cached_gridsearch'}
2026-04-03T20:18:27.076500,iris,SVM-RBF,,120,30,3,1,0.033,0.0,0.033,0.033,0.0,,,0.0,{'source': 'cached_gridsearch'}
2026-04-03T20:18:27.076508,iris,MLP,,120,30,3,1,0.033,0.0,0.033,0.033,0.0,,,0.8,{'source': 'cached_gridsearch'}
2026-04-03T20:18:27.076513,iris,KNN,,120,30,3,1,0.033,0.0,0.033,0.033,0.0,,,0.0,{'source': 'cached_gridsearch'}
2026-04-03T20:18:27.076518,iris,XGBoost,,120,30,3,1,0.033,0.0,0.033,0.033,0.0,,,6.1,{'source': 'cached_gridsearch'}
2026-04-03T20:18:27.076524,iris,ArrowFlow Ensemble (v=7),,120,30,3,5,0.06,0.032659863237109045,0.0,0.1,0.014605934866804431,0.0,0.0,0.5879229545593262,"{'filters': '[64]', 'layer_types': ""['sort', 'sort']"", 'moe': 1, 'iters': 200, 'lr': 0.1, 'batch_size': 32, 'distance_metric': 'l1', 'poly_expansion': True, 'pol_deg': 3, 'embed_dim': 16, 'last_layer_update': True, 'encoding_mode': 'projection', 'n_ensemble_views': 7, 'projection_strategy': 'diverse', 'use_augmentation': True, 'adaptive_mode': False}"
2026-04-03T20:18:27.076542,iris,ArrowFlow Ensemble (v=7),,120,30,3,5,0.06,0.013333333333333334,0.03333333333333333,0.06666666666666667,0.00596284793999944,0.0,0.0,1.1027573585510253,"{'filters': '[128]', 'layer_types': ""['sort', 'sort']"", 'moe': 1, 'iters': 200, 'lr': 0.1, 'batch_size': 32, 'distance_metric': 'l1', 'poly_expansion': True, 'pol_deg': 3, 'embed_dim': 16, 'last_layer_update': True, 'encoding_mode': 'projection', 'n_ensemble_views': 7, 'projection_strategy': 'diverse', 'use_augmentation': True, 'adaptive_mode': False}"
2026-04-03T20:18:27.076553,iris,ArrowFlow Ensemble (v=7),,120,30,3,5,0.07333333333333333,0.02494438257849295,0.03333333333333333,0.1,0.011155467020454344,0.0,0.0,2.1207321166992186,"{'filters': '[256]', 'layer_types': ""['sort', 'sort']"", 'moe': 1, 'iters': 200, 'lr': 0.1, 'batch_size': 32, 'distance_metric': 'l1', 'poly_expansion': True, 'pol_deg': 3, 'embed_dim': 16, 'last_layer_update': True, 'encoding_mode': 'projection', 'n_ensemble_views': 7, 'projection_strategy': 'diverse', 'use_augmentation': True, 'adaptive_mode': False}"
2026-04-03T20:18:27.076565,iris,ArrowFlow Ensemble (v=7),,120,30,3,5,0.026666666666666665,0.013333333333333334,0.0,0.03333333333333333,0.00596284793999944,0.0,0.0,3.4451553344726564,"{'filters': '[64, 128]', 'layer_types': ""['sort', 'sort', 'sort']"", 'moe': 1, 'iters': 200, 'lr': 0.1, 'batch_size': 32, 'distance_metric': 'l1', 'poly_expansion': True, 'pol_deg': 3, 'embed_dim': 16, 'last_layer_update': True, 'encoding_mode': 'projection', 'n_ensemble_views': 7, 'projection_strategy': 'diverse', 'use_augmentation': True, 'adaptive_mode': False}"
2026-04-03T20:18:27.076579,iris,ArrowFlow Ensemble (v=7),,120,30,3,5,0.039999999999999994,0.013333333333333334,0.03333333333333333,0.06666666666666667,0.00596284793999944,0.0,0.0,11.287178087234498,"{'filters': '[128, 256]', 'layer_types': ""['sort', 'sort', 'sort']"", 'moe': 1, 'iters': 200, 'lr': 0.1, 'batch_size': 32, 'distance_metric': 'l1', 'poly_expansion': True, 'pol_deg': 3, 'embed_dim': 16, 'last_layer_update': True, 'encoding_mode': 'projection', 'n_ensemble_views': 7, 'projection_strategy': 'diverse', 'use_augmentation': True, 'adaptive_mode': False}"
